"Navigate","Open Type Hierarchy","F4","In Windows","org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy"
"Edit","Toggle Comment","Ctrl+/","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.toggleCommentAction"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Uncategorized","Find References","Ctrl+Shift+G","in Generic Code Editor","org.eclipse.ui.genericeditor.findReferences"
"Edit","Word Completion","Alt+/","Editing Text","org.eclipse.ui.edit.text.hippieCompletion"
"Source","Annotate Class File","Ctrl+1","Browsing attached Java Source","org.eclipse.jdt.ui.edit.text.java.annotate.classFile"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.expand_all"
"Navigate","Previous Page","Ctrl+Shift+F5","Using Web Page Editor","org.eclipse.ui.part.previousPage"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Run Editor Commands","Resolve Run Bundles","Ctrl+R","In Windows","bndtools.runEditor.resolve"
"Source","Organize Imports","Ctrl+Shift+O","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.organize.imports"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows","org.eclipse.jdt.ui.navigate.open.type.in.hierarchy"
"Navigate","Quick Outline","Ctrl+O","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.show.outline"
"Search","References in Container","Ctrl+Shift+G","Editing in Structured Text Editors","org.eclipse.wst.xml.search.references.in.container"
"Text Editing","Open Hyperlink","F3","in Generic Code Editor","org.eclipse.ui.edit.text.open.hyperlink"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.enclosing"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Refactor - JavaScript","Move - Refactoring ","Alt+Shift+V","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.move.element"
"ASA 9.x table schema editor","Paste","Alt+V","In Windows","org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.pastecolumn"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows","org.eclipse.jdt.debug.ui.commands.AllInstances"
"Run/Debug","Step Into","F5","Debugging","org.eclipse.debug.ui.commands.StepInto"
"Source","Add Block Comment","Ctrl+Shift+/","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.add.block.comment"
"Manifest Editor Source","Format Source","Ctrl+Shift+F","PDE editor","org.eclipse.pde.ui.edit.text.format"
"Navigate","Forward History","Alt+Right","In Windows","org.eclipse.ui.navigate.forwardHistory"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows","org.eclipse.pde.ui.openManifest"
"File","Save","Ctrl+S","In Windows","org.eclipse.ui.file.save"
"Terminal view commands","Terminal view insert","Alt+A","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows","org.eclipse.pde.ui.junitWorkbenchShortcut.debug"
"Terminal view commands","Copy","Ctrl+Insert","Terminal Control in Focus","org.eclipse.tm.terminal.copy"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows","org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"File","Rename","Alt+Shift+R","Project Explorer +","org.eclipse.ui.edit.rename"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+T","In Windows","org.eclipse.tm.terminal.connector.local.command.launch"
"Source","Toggle Comment","Ctrl+7","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows","org.eclipse.debug.ui.commands.SkipAllBreakpoints"
"File","Close","Ctrl+F4","In Windows","org.eclipse.ui.file.close"
"Navigate","Backward History","Alt+Left","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Navigate","Open Type","Ctrl+Shift+T","In Windows","org.eclipse.jdt.ui.navigate.open.type"
"Source","Quick Assist - Assign to var","Ctrl+2, F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToField.assist"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source","org.eclipse.jdt.ui.navigate.java.open.structure"
"Source","Toggle Comment","Ctrl+7","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows","org.eclipse.jdt.debug.ui.commands.Inspect"
"Refactor - JavaScript","Change Function Signature","Alt+Shift+C","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.modify.method.parameters"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows","org.eclipse.ui.edit.undo"
"Edit","Cut","Ctrl+X","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows","org.eclipse.jdt.ui.edit.text.java.modify.method.parameters"
"Emmet","Wrap With Abbreviation...","Ctrl+Shift+A","Editing Text","io.emmet.eclipse.commands.wrap_with_abbreviation"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.goto.next.member"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.enclosing"
"Terminal view commands","Terminal view insert","Alt+R","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text","org.eclipse.ui.edit.text.smartEnterInverse"
"Server","Open JSONWS API","Ctrl+Shift+J","In Servers View","com.liferay.ide.server.ui.handlers.openjsonwsapi"
"Navigate","Go to Previous Member","Ctrl+Shift+Up","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.previous.member"
"Database Tools","Edit in SQL Query Builder...","Alt+Q","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.DMLDialogSelectionAction"
"Source","Add Import","Ctrl+Shift+M","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.add.import"
"Terminal view commands","Terminal view insert","Alt+H","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text","org.eclipse.ui.edit.text.join.lines"
"Navigate","Go to Line","Ctrl+L","Editing Text","org.eclipse.ui.edit.text.goto.line"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text","org.eclipse.ui.edit.text.toggleInsertMode"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.local.variable"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View","org.eclipse.debug.ui.commands.nextMemoryBlock"
"Server","Open JSONWS API","Ctrl+Shift+P","In Servers View","com.liferay.ide.server.ui.handlers.openportalhome"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows","org.eclipse.jdt.junit.junitShortcut.run"
"Navigate","Open Maven POM","Alt+Shift+P","In Windows","org.eclipse.m2e.core.ui.command.openPom"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows","org.eclipse.ui.views.showView"
"Edit","Incremental Find","Ctrl+J","Editing Text","org.eclipse.ui.edit.findIncremental"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows","org.eclipse.jdt.ui.edit.text.java.open.external.javadoc"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"Refactor - Java","Inline","Alt+Shift+I","In Windows","org.eclipse.jdt.ui.edit.text.java.inline"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows","org.eclipse.jdt.ui.edit.text.java.move.element"
"Run/Debug","Use Step Filters","Shift+F5","In Windows","org.eclipse.debug.ui.commands.ToggleStepFilters"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows","org.eclipse.jdt.junit.junitShortcut.debug"
"Run/Debug","Run JUnit Plug-in Test","Alt+Shift+X, P","In Windows","org.eclipse.pde.ui.junitWorkbenchShortcut.run"
"Run/Debug","Run Maven Build","Alt+Shift+X, M","In Windows","org.eclipse.m2e.core.pomFileAction.run"
"Edit","Paste","Shift+Insert","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Edit","Move","Alt+Shift+V","Editing JSP Source","org.eclipse.jst.jsp.ui.refactor.move"
"Edit","Find and Replace","Ctrl+F","In Windows","org.eclipse.ui.edit.findReplace"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.next.member"
"Source","Quick Assist - Extract method","Ctrl+2, M","Editing Java Source","org.eclipse.jdt.ui.correction.extractMethodInplace.assist"
"Uncategorized","Open main bnd config","Ctrl+Shift+M","In Windows","bndtools.workspace.openMainConfig"
"Views","Documentation","Alt+Shift+Q, J","JavaScript View","org.eclipse.wst.jsdt.ui.JavadocView"
"Database Tools","Execute All","Ctrl+Alt+X","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteSQLAction"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text","org.eclipse.ui.edit.text.lowerCase"
"Edit","Next Sibling","Ctrl+Shift+Down","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.nextSibling"
"Views","Show View","Alt+Shift+Q, D","In Windows","org.eclipse.ui.views.showView"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.search.find.occurrences"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.block.comment"
"Terminal view commands","Terminal view insert","Alt+D","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"JavaScript Debug","Evaluate","Alt+Shift+E","Editing JavaScript Source","org.eclipse.wst.jsdt.debug.ui.evaluate.command"
"Git","Paste Repository Path or URI","Ctrl+V","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewPaste"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text","org.eclipse.ui.edit.text.scroll.lineUp"
"Navigate","Previous Tab","Ctrl+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousTab"
"Navigate","Previous Page","Ctrl+Shift+F5","In Faces Config Editor","org.eclipse.ui.part.previousPage"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.select.last"
"Edit","Select Previous Element","Alt+Shift+Left","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.select.previous"
"Views","JavaScript Type Hierarchy","Alt+Shift+Q, T","JavaScript View","org.eclipse.wst.jsdt.ui.TypeHierarchy"
"Server","Debug","Ctrl+Alt+D","In Servers View","org.eclipse.wst.server.debug"
"Text Editing","Text Start","Ctrl+Home","Editing Text","org.eclipse.ui.edit.text.goto.textStart"
"Window","Activate Editor","F12","In Windows","org.eclipse.ui.window.activateEditor"
"JavaScript Debug","Open Source","Ctrl+Shift+3","Debugging","org.eclipse.wst.jsdt.debug.ui.script.opensource"
"Run/Debug","Debug Bnd Native Launcher","Alt+Shift+D, N","In Windows","bnd.launch.runShortcut.debug"
"Text Editing","Previous Word","Ctrl+Left","Editing Text","org.eclipse.ui.edit.text.goto.wordPrevious"
"Inline Search","Replace and Find Next","Alt+Shift+1","Inline Search is Active","com.genuitec.eclipse.inlinesearch.replaceone"
"Terminal view commands","Paste","Shift+Insert","Terminal Control in Focus","org.eclipse.tm.terminal.paste"
"Search","Open Search Dialog","Ctrl+H","In Windows","org.eclipse.search.ui.openSearchDialog"
"Views","Show View (Javadoc)","Alt+Shift+Q, J","In Windows","org.eclipse.ui.views.showView"
"File","Refresh","F5","In Windows","org.eclipse.ui.file.refresh"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows","org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering","org.eclipse.debug.ui.command.nextpage"
"Uncategorized","Refresh Repositories","Ctrl+Shift+F","In Windows","bndtools.workspace.refreshRepos"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source","org.eclipse.jdt.ui.correction.renameInFile.assist"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Inline Search","Replace All","Alt+Shift+Enter","Inline Search is Active","com.genuitec.eclipse.inlinesearch.replaceall"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Edit","Add Im&port","Ctrl+Shift+M","Editing JSP Source","org.eclipse.jst.jsp.ui.add.imports"
"Web Page Editor Layout","Graphical Designer","Ctrl+Shift+F11","Using Web Page Editor","org.eclipse.jst.pagedesigner.design"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering","org.eclipse.debug.ui.command.gotoaddress"
"Navigate","Open Type","Ctrl+Shift+T","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.navigate.open.type"
"Web Page Editor Layout","Vertical Layout","Ctrl+Shift+F9","Using Web Page Editor","org.eclipse.jst.pagedesigner.vertical"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows","org.eclipse.ui.views.showView"
"SQL Results View","Remove Result","Ctrl+Delete","In Windows","org.eclipse.datatools.sqltools.result.removeInstance"
"Terminal view commands","Terminal view insert","Alt+E","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Project","Build All","Ctrl+B","In Windows","org.eclipse.ui.project.buildAll"
"Edit","Select Next Element","Alt+Shift+Right","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.select.next"
"Run/Debug","Run to Line","Ctrl+R","Debugging","org.eclipse.debug.ui.commands.RunToLine"
"Terminal view commands","Terminal view insert","Alt+N","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Emmet","Expand Abbreviation","Ctrl+Y, ,","Editing Text","io.emmet.eclipse.commands.expand_abbreviation"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.collapse_all"
"Terminal view commands","Terminal view insert","Alt+F","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.restore"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.renameInFile.assist"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows","org.eclipse.ui.window.maximizePart"
"Inline Search","Delete Previous Word","Ctrl+Backspace","Inline Search is Active","com.genuitec.eclipse.inlinesearch.delete.previous"
"Spy","Layout Spy","Ctrl+Alt+Shift+F9","In Dialogs and Windows","org.eclipse.tools.layout.spy.commands.layoutSpyCommand"
"Liferay Commands","Build WSDD","Ctrl+Alt+W","In Windows","com.liferay.ide.service.ui.buildWSDD"
"Text Editing","Line Start","Home","Editing Text","org.eclipse.ui.edit.text.goto.lineStart"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View","org.eclipse.debug.ui.commands.toggleMemoryMonitorsPane"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows","org.eclipse.ant.ui.antShortcut.run"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows","org.eclipse.ui.window.showKeyAssist"
"Text Editing","Toggle Overwrite","Insert","Editing Text","org.eclipse.ui.edit.text.toggleOverwrite"
"Window","Quick Access","Ctrl+3","In Windows","org.eclipse.ui.window.quickAccess"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows","org.eclipse.ui.views.showView"
"Text Editing","Zoom In","Ctrl++","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Terminal view commands","Terminal view insert","Alt+P","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Database Tools","Execute Current Text","Alt+S","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteCurrentAction"
"Server","Redeploy","Ctrl+Shift+R","In Servers View","com.liferay.ide.server.ui.handlers.redeploy"
"Run/Debug","Run Eclipse Application","Alt+Shift+X, E","In Windows","org.eclipse.pde.ui.runtimeWorkbenchShortcut.run"
"Run/Debug","Run Bnd OSGi Run Launcher","Alt+Shift+X, B","In Windows","bndtools.launch.runShortcut.run"
"Edit","Add Maven Plugin","Ctrl+Shift+P","Editing XML Source","org.eclipse.m2e.core.ui.command.addPlugin"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View","org.eclipse.debug.ui.commands.closeRendering"
"Window","Toggle Split Editor (Vertical)","Ctrl+{","In Windows","org.eclipse.ui.window.splitEditor"
"Search","Declaration in Workspace","Ctrl+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace"
"Edit","Select Previous Element","Alt+Shift+Left","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.previous"
"Source","Organize Imports","Ctrl+Shift+O","In Windows","org.eclipse.jdt.ui.edit.text.java.organize.imports"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows","org.eclipse.jdt.ui.edit.text.java.source.quickMenu"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Database Tools","Debug","Ctrl+Alt+D","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.debugAction"
"Edit","Rename","Alt+Shift+R","Editing JSP Source","org.eclipse.jst.jsp.ui.refactor.rename"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"Source","Toggle Comment","Ctrl+Shift+C","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows","org.eclipse.ui.navigate.expandAll"
"Search","Declaration in Workspace","Ctrl+G","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.search.declarations.in.workspace"
"Edit","Select Next Element","Alt+Shift+Right","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.next"
"Navigate","Next Page","Ctrl+F5","In Faces Config Editor","org.eclipse.ui.part.nextPage"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text","org.eclipse.ui.edit.text.upperCase"
"Views","JavaScript Declaration","Alt+Shift+Q, D","JavaScript View","org.eclipse.wst.jsdt.ui.SourceView"
"Navigate","Next Page","Alt+F7","In Windows","org.eclipse.ui.part.nextPage"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.select.enclosing"
"View","Zoom Out","Ctrl+-","In Windows","org.eclipse.gef.zoom_out"
"Terminal view commands","Terminal view insert","Alt+C","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows","org.eclipse.search.ui.performTextSearchWorkspace"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggleMarkOccurrences"
"Source","Indent Line","Ctrl+I","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.indent"
"File","Print","Ctrl+P","In Windows","org.eclipse.ui.file.print"
"Run/Debug","New Rendering","Ctrl+N","In Memory View","org.eclipse.debug.ui.commands.newRendering"
"Run/Debug","Force Return","Alt+Shift+F","In Windows","org.eclipse.jdt.debug.ui.commands.ForceReturn"
"Text Editing","Move Lines Up","Alt+Up","Editing Text","org.eclipse.ui.edit.text.moveLineUp"
"Edit","Add Maven Dependency","Ctrl+Shift+D","Editing XML Source","org.eclipse.m2e.core.ui.command.addDependency"
"Inline Search","Show Inline Search","Ctrl+F","Editing Text","com.genuitec.eclipse.inlinesearch.commands.showFindReplaceBarCommand"
"Terminal view commands","Terminal view insert","Alt+Y","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Edit","Matching Tag","Ctrl+Shift+>","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.gotoMatchingTag"
"Window","Show System Menu","Alt+-","In Windows","org.eclipse.ui.window.showSystemMenu"
"Navigate","Next","Ctrl+.","In Windows","org.eclipse.ui.navigate.next"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.remove.block.comment"
"Emmet","Split/Join Tag","Ctrl+U","Editing Text","io.emmet.eclipse.commands.split_join_tag"
"File","Rename","F2","In Windows","org.eclipse.ui.edit.rename"
"Run/Debug","Run Gradle Test","Ctrl+Alt+X, G","In Windows","org.eclipse.buildship.ui.shortcut.test.run"
"Run/Debug","Debug Bnd OSGi Run Launcher","Alt+Shift+D, B","In Windows","bndtools.launch.runShortcut.debug"
"Inline Search","Close Replace Bar","Ctrl+Up","Inline Search is Active","com.genuitec.eclipse.inlinesearch.replace.toggle.close"
"ASA 9.x table schema editor","Cut","Alt+X","In Windows","org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text","org.eclipse.ui.edit.text.select.wordPrevious"
"Navigate","Open Structure","Ctrl+F3","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.navigate.java.open.structure"
"Navigate","Open External JSDoc","Shift+F2","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.external.javadoc"
"Web Page Editor Layout","Source Code","Ctrl+Shift+F12","Using Web Page Editor","org.eclipse.jst.pagedesigner.source"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows","org.eclipse.ui.views.showView"
"Emmet","Update Image Size","Ctrl+Shift+U","Editing Text","io.emmet.eclipse.commands.update_image_size"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles","org.eclipse.ant.ui.toggleMarkOccurrences"
"Window","Next Perspective","Ctrl+F8","In Windows","org.eclipse.ui.window.nextPerspective"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.remove.block.comment"
